B,N,ms_fused_topk,ms_sparse_pytorch_topk,speedup_fused_topk_vs_sparse_pytorch_topk
256,512,0.04741485829332045,0.5413714287045238,11.41775907787094
256,150000,0.32382497398749643,2.992198850427355,9.240173213270728
1024,512,0.050418093822719084,0.45405184030532836,9.005731987842951
1024,150000,1.111517866452535,11.02348792552948,9.917508533363927
4096,512,0.07166625956999012,0.7497413011340351,10.461565953526971
4096,150000,5.754948329925537,40.614912033081055,7.057389520229901
